timestamp,icao24,latitude,longitude,groundspeed,track,vertical_rate,callsign,onground,alert,spi,squawk,altitude,geoaltitude,last_position,lastcontact,hour,extraField
1481274822,3949EA,,,,,,,False,False,False,,,37625,,,,'{"aircraftID":2142,"messageType":"MSG","transmissionType":5,"sessionID":1,"flightID":18143}'
1481274822,3949EA,,,,,,,False,False,False,,,37625,,,,'{"aircraftID":2142,"messageType":"MSG","transmissionType":5,"sessionID":1,"flightID":18143}'
1481274822,3949EA,,,,,,,False,False,False,,,37625,,,,'{"aircraftID":2142,"messageType":"MSG","transmissionType":5,"sessionID":1,"flightID":18143}'
1481274822,3949EA,,,,,,,False,False,False,,,37625,,,,'{"aircraftID":2142,"messageType":"MSG","transmissionType":5,"sessionID":1,"flightID":18143}'
1481274821,392AF4,,,,,,,False,False,False,,,18575,,,,'{"aircraftID":631,"messageType":"MSG","transmissionType":5,"sessionID":1,"flightID":18123}'
1481274821,392AF4,48.59642,2.05867,,,,,False,False,False,,,18600,,,,'{"aircraftID":631,"messageType":"MSG","transmissionType":3,"sessionID":1,"flightID":18123,"emergency":false}'
1481274821,392AF4,,,374.7,161.3,2176,,,,,,,,,,,'{"aircraftID":631,"messageType":"MSG","transmissionType":4,"sessionID":1,"flightID":18123}'
1481274821,392AF4,,,,,,,False,False,False,,,18600,,,,'{"aircraftID":631,"messageType":"MSG","transmissionType":5,"sessionID":1,"flightID":18123}'
1481274821,392AF4,,,,,,,False,False,False,,,18600,,,,'{"aircraftID":631,"messageType":"MSG","transmissionType":5,"sessionID":1,"flightID":18123}'
1481274821,392AF4,,,,,,,False,False,False,,,18600,,,,'{"aircraftID":631,"messageType":"MSG","transmissionType":5,"sessionID":1,"flightID":18123}'
1481274822,392AF4,,,374.7,161.3,2176,,,,,,,,,,,'{"aircraftID":631,"messageType":"MSG","transmissionType":4,"sessionID":1,"flightID":18123}'
1481274822,392AF4,,,374.7,161.3,2176,,,,,,,,,,,'{"aircraftID":631,"messageType":"MSG","transmissionType":4,"sessionID":1,"flightID":18123}'
1481274822,392AF4,,,,,,,False,False,False,,,18625,,,,'{"aircraftID":631,"messageType":"MSG","transmissionType":5,"sessionID":1,"flightID":18123}'
1481274821,392AE7,49.01858,2.48074,,,,,False,False,False,,,2000,,,,'{"aircraftID":98,"messageType":"MSG","transmissionType":3,"sessionID":1,"flightID":18166,"emergency":false}'
1481274821,392AE7,,,164.1,268.3,1664,,,,,,,,,,,'{"aircraftID":98,"messageType":"MSG","transmissionType":4,"sessionID":1,"flightID":18166}'
1481274821,392AE7,49.01858,2.48074,,,,,False,False,False,,,2000,,,,'{"aircraftID":98,"messageType":"MSG","transmissionType":3,"sessionID":1,"flightID":18166,"emergency":false}'
1481274821,392AE7,,,164.1,268.3,1664,,,,,,,,,,,'{"aircraftID":98,"messageType":"MSG","transmissionType":4,"sessionID":1,"flightID":18166}'
1481274822,4CA52B,,,,,,AFR1716,,,,,,,,,,'{"aircraftID":652,"messageType":"MSG","transmissionType":1,"sessionID":1,"flightID":18106}'
1481274822,396441,,,416,321.1,-2048,,,,,,,,,,,'{"aircraftID":2173,"messageType":"MSG","transmissionType":4,"sessionID":1,"flightID":18125}'
1481274822,396441,,,416,321.1,-2048,,,,,,,,,,,'{"aircraftID":2173,"messageType":"MSG","transmissionType":4,"sessionID":1,"flightID":18125}'
1481274822,3949F3,,,,,,,False,,,,,,,,,'{"aircraftID":429,"messageType":"MSG","transmissionType":8,"sessionID":1,"flightID":18081}'
1481274822,3949F3,,,,,,,False,False,False,,,15000,,,,'{"aircraftID":429,"messageType":"MSG","transmissionType":5,"sessionID":1,"flightID":18081}'
1481274822,3949EA,,,486.9,98.1,-2816,,,,,,,,,,,'{"aircraftID":2142,"messageType":"MSG","transmissionType":4,"sessionID":1,"flightID":18143}'
1481274822,3949EA,,,486.9,98.1,-2816,,,,,,,,,,,'{"aircraftID":2142,"messageType":"MSG","transmissionType":4,"sessionID":1,"flightID":18143}'
1481274823,3949EA,,,,,,,False,,,,,,,,,'{"aircraftID":2142,"messageType":"MSG","transmissionType":8,"sessionID":1,"flightID":18143}'
1481274822,392AF4,48.59404,2.05987,,,,,False,False,False,,,18650,,,,'{"aircraftID":631,"messageType":"MSG","transmissionType":3,"sessionID":1,"flightID":18123,"emergency":false}'
1481274822,392AF4,,,374.7,161.3,2176,,,,,,,,,,,'{"aircraftID":631,"messageType":"MSG","transmissionType":4,"sessionID":1,"flightID":18123}'
1481274822,392AF4,,,,,,,False,,,,,,,,,'{"aircraftID":631,"messageType":"MSG","transmissionType":8,"sessionID":1,"flightID":18123}'
1481274823,392AF4,,,,,,,False,,,,,,,,,'{"aircraftID":631,"messageType":"MSG","transmissionType":8,"sessionID":1,"flightID":18123}'
1481274823,4CA52B,,,,,,,False,False,False,,,18000,,,,'{"aircraftID":652,"messageType":"MSG","transmissionType":5,"sessionID":1,"flightID":18106}'
1481274823,394C19,,,,,,,False,False,False,,,23875,,,,'{"aircraftID":246,"messageType":"MSG","transmissionType":5,"sessionID":1,"flightID":18100}'
