time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact,hour
1672576105,39ac45,43.73197,1.60963,137.3,325.4,0,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576104.585,1672576104.768,1672574400
1672576106,39ac45,43.73243,1.61024,137.9,325,0,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576105.636,1672576105.795,1672574400
1672576107,39ac45,43.73285,1.61086,137.9,325,-192,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576106.584,1672576106.735,1672574400
1672576108,39ac45,43.73338,1.61158,137.9,325,-320,SAMUCF,True,True,True,NaN,1575.0001,1850,1672576107.724,1672576107.774,1672574400
1672576109,39ac45,43.73378,1.61213,137.9,325,-512,SAMUCF,True,True,True,NaN,1575.0001,1837,1672576108.647,1672576108.971,1672574400
1672576110,39ac45,43.73424,1.61285,137.9,325,-256,SAMUCF,True,True,True,NaN,1575.0001,1837,1672576109.67,1672576109.871,1672574400
1672576111,39ac45,43.73469,1.61345,137.9,325,-64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576110.684,1672576110.762,1672574400
1672576112,39ac45,43.73526,1.61421,137.9,325,256,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576111.871,1672576111.871,1672574400
1672576113,39ac45,43.73571,1.61481,137.1,324.8,128,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576112.875,1672576112.875,1672574400
1672576114,39ac45,43.73595,1.6152,137.1,324.8,0,SAMUCF,True,True,True,NaN,1600.0001,1850,1672576113.446,1672576113.763,1672574400
1672576115,39ac45,43.73646,1.61586,137.1,324.8,-128,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576114.559,1672576114.816,1672574400
1672576116,39ac45,43.73687,1.61647,137.1,324.8,0,SAMUCF,True,True,True,NaN,1600.0001,1850,1672576115.601,1672576115.771,1672574400
1672576117,39ac45,43.73731,1.61705,136.5,325.1,64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576116.534,1672576116.772,1672574400
1672576118,39ac45,43.73793,1.61793,135.7,324.9,64,SAMUCF,True,True,True,NaN,1575.0001,1850,1672576117.898,1672576117.976,1672574400
1672576119,39ac45,43.73834,1.61854,135.1,325.3,128,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576118.916,1672576118.916,1672574400
1672576120,39ac45,43.73879,1.61913,135.1,325.3,192,SAMUCF,True,True,True,NaN,1600.0001,1875,1672576119.889,1672576119.889,1672574400
1672576121,39ac45,43.73924,1.61973,135.1,325.3,128,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576120.923,1672576120.982,1672574400
1672576122,39ac45,43.73972,1.62042,135.1,325.3,192,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576121.984,1672576121.984,1672574400
1672576123,39ac45,43.73997,1.62082,135.1,325.3,64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576122.566,1672576122.81,1672574400
1672576124,39ac45,43.7406,1.62164,135.1,325.3,0,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576123.936,1672576123.936,1672574400
1672576125,39ac45,43.74079,1.62199,135.1,325.3,-64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576124.522,1672576124.929,1672574400
1672576126,39ac45,43.7413,1.62265,135.1,325.3,-64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576125.585,1672576125.784,1672574400
1672576127,39ac45,43.74175,1.62329,135.9,325.5,0,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576126.634,1672576126.958,1672574400
1672576128,39ac45,43.74224,1.62399,135.9,325.5,0,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576127.738,1672576127.983,1672574400
1672576129,39ac45,43.7427,1.62459,135.9,325.5,64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576128.77,1672576128.798,1672574400
1672576130,39ac45,43.74307,1.62516,135.7,324.9,128,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576129.663,1672576129.834,1672574400
1672576131,39ac45,43.74352,1.62582,135.7,324.9,64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576130.664,1672576130.813,1672574400
1672576132,39ac45,43.74392,1.62632,135.7,324.9,0,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576131.593,1672576131.765,1672574400
1672576133,39ac45,43.74438,1.62702,135.7,324.9,-256,SAMUCF,True,True,True,NaN,1575.0001,1837,1672576132.642,1672576132.935,1672574400
1672576134,39ac45,43.74483,1.62762,135.4,324.3,-256,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576133.644,1672576133.86,1672574400
1672576135,39ac45,43.74526,1.62815,135.4,324.3,-128,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576134.519,1672576134.763,1672574400
1672576136,39ac45,43.74567,1.62877,135.4,324.3,-192,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576135.602,1672576135.772,1672574400
1672576137,39ac45,43.74613,1.62938,134.8,324.7,0,SAMUCF,True,True,True,NaN,1575.0001,1837,1672576136.6,1672576136.79,1672574400
1672576138,39ac45,43.74677,1.6302,134.8,324.7,-128,SAMUCF,True,True,True,NaN,1575.0001,1850,1672576137.972,1672576137.972,1672574400
1672576139,39ac45,43.74698,1.63057,134,324.4,-128,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576138.52,1672576138.986,1672574400
1672576140,39ac45,43.7475,1.63128,134,324.4,192,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576139.642,1672576139.764,1672574400
1672576141,39ac45,43.74799,1.63193,133.2,324.2,320,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576140.763,1672576140.763,1672574400
1672576142,39ac45,43.74846,1.63258,132.6,324.5,320,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576141.91,1672576141.91,1672574400
1672576143,39ac45,43.74891,1.63318,133.2,324.2,-128,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576142.865,1672576142.865,1672574400
1672576144,39ac45,43.74938,1.63382,132.6,324.5,-192,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576143.938,1672576143.986,1672574400
1672576145,39ac45,43.74973,1.63432,132.6,324.5,-128,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576144.767,1672576144.865,1672574400
1672576146,39ac45,43.7501,1.63482,131.8,324.3,-192,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576145.695,1672576145.87,1672574400
1672576147,39ac45,43.75055,1.63542,131.8,324.3,192,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576146.724,1672576146.871,1672574400
1672576148,39ac45,43.75101,1.6361,131.8,324.3,64,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576147.804,1672576147.804,1672574400
1672576149,39ac45,43.75147,1.63664,131.8,324.3,192,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576148.884,1672576148.887,1672574400
1672576150,39ac45,43.75192,1.63733,132.6,324.5,0,SAMUCF,True,True,True,NaN,1600.0001,1875,1672576149.874,1672576149.874,1672574400
1672576151,39ac45,43.75234,1.63787,132.6,324.5,0,SAMUCF,True,True,True,NaN,1600.0001,1875,1672576150.866,1672576150.866,1672574400
1672576152,39ac45,43.75276,1.63848,132.6,324.5,0,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576151.78,1672576151.846,1672574400
1672576153,39ac45,43.75321,1.63903,133.2,324.2,128,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576152.792,1672576152.873,1672574400
1672576154,39ac45,43.75367,1.63974,133.5,324.8,512,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576153.901,1672576153.95,1672574400
1672576155,39ac45,43.75402,1.64023,134,324.4,192,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576154.73,1672576154.967,1672574400
1672576156,39ac45,43.75443,1.64076,134,324.4,0,SAMUCF,True,True,True,NaN,1600.0001,1875,1672576155.621,1672576155.885,1672574400
1672576157,39ac45,43.75492,1.64143,134.6,324.1,0,SAMUCF,True,True,True,NaN,1625.0001,1875,1672576156.684,1672576156.978,1672574400
1672576158,39ac45,43.75537,1.64202,134.6,324.1,-128,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576157.662,1672576157.809,1672574400
1672576159,39ac45,43.75576,1.64253,134.6,324.1,64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576158.604,1672576158.751,1672574400
1672576160,39ac45,43.75622,1.64323,134.6,324.1,-256,SAMUCF,True,True,True,NaN,1575.0001,1837,1672576159.68,1672576159.977,1672574400
1672576161,39ac45,43.75663,1.64375,134.6,324.1,-640,SAMUCF,True,True,True,NaN,1550.0,1837,1672576160.62,1672576160.766,1672574400
1672576162,39ac45,43.75709,1.64436,133.8,323.8,-960,SAMUCF,True,True,True,NaN,1575.0001,1850,1672576161.557,1672576161.784,1672574400
1672576163,39ac45,43.7575,1.64491,132.4,323.9,-704,SAMUCF,True,True,True,NaN,1575.0001,1837,1672576162.573,1672576162.767,1672574400
1672576164,39ac45,43.75796,1.64552,132.4,323.9,-128,SAMUCF,True,True,True,NaN,1575.0001,1837,1672576163.589,1672576163.957,1672574400
1672576165,39ac45,43.75842,1.64617,131,324,320,SAMUCF,True,True,True,NaN,1575.0001,1837,1672576164.638,1672576164.81,1672574400
1672576166,39ac45,43.75886,1.6467,130.2,323.7,320,SAMUCF,True,True,True,NaN,1575.0001,1850,1672576165.705,1672576165.926,1672574400
1672576167,39ac45,43.75931,1.6473,130.2,323.7,320,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576166.69,1672576166.982,1672574400
1672576168,39ac45,43.75972,1.64791,128.8,323.8,448,SAMUCF,True,True,True,NaN,1600.0001,1875,1672576167.672,1672576167.906,1672574400
1672576169,39ac45,43.76021,1.6485,129.6,324.1,384,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576168.752,1672576169.0,1672574400
1672576170,39ac45,43.76057,1.64905,128.8,323.8,512,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576169.708,1672576169.911,1672574400
1672576171,39ac45,43.76101,1.64959,129,324.5,256,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576170.661,1672576170.988,1672574400
1672576172,39ac45,43.7612,1.6499,129,324.5,64,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576171.181,1672576171.77,1672574400
1672576173,39ac45,43.76189,1.65084,129.3,325.1,0,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576172.812,1672576172.812,1672574400
1672576174,39ac45,43.76209,1.65112,130.1,325.3,-192,SAMUCF,True,True,True,NaN,1600.0001,1875,1672576173.303,1672576173.816,1672574400
1672576175,39ac45,43.76271,1.65201,130.9,325.6,0,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576174.901,1672576174.95,1672574400
1672576176,39ac45,43.76311,1.65255,130.9,325.6,0,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576175.714,1672576175.983,1672574400
1672576177,39ac45,43.76352,1.65315,131.7,325.8,-64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576176.678,1672576176.902,1672574400
1672576178,39ac45,43.764,1.65386,131.7,325.8,-192,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576177.738,1672576177.76,1672574400
1672576179,39ac45,43.76441,1.65441,130.9,325.6,-448,SAMUCF,True,True,True,NaN,1575.0001,1837,1672576178.718,1672576178.975,1672574400
1672576180,39ac45,43.76482,1.65503,130.9,325.6,-384,SAMUCF,True,True,True,NaN,1575.0001,1837,1672576179.829,1672576179.829,1672574400
1672576181,39ac45,43.76523,1.65565,130.1,325.3,-448,SAMUCF,True,True,True,NaN,1575.0001,1837,1672576180.779,1672576180.974,1672574400
1672576182,39ac45,43.76563,1.65618,129.3,325.1,-320,SAMUCF,True,True,True,NaN,1575.0001,1850,1672576181.682,1672576181.755,1672574400
1672576183,39ac45,43.7661,1.65681,129.3,325.1,-128,SAMUCF,True,True,True,NaN,1575.0001,1837,1672576182.732,1672576182.828,1672574400
1672576184,39ac45,43.76654,1.65743,128.5,324.8,0,SAMUCF,True,True,True,NaN,1575.0001,1850,1672576183.895,1672576183.895,1672574400
1672576185,39ac45,43.76703,1.65809,128.5,324.8,384,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576184.991,1672576184.991,1672574400
1672576186,39ac45,43.76743,1.65865,128.5,324.8,640,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576185.964,1672576185.964,1672574400
1672576187,39ac45,43.76762,1.65897,128.5,324.8,576,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576186.44,1672576186.82,1672574400
1672576188,39ac45,43.76807,1.65957,128.5,324.8,640,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576187.507,1672576187.751,1672574400
1672576189,39ac45,43.76858,1.66028,130.7,325,576,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576188.662,1672576188.833,1672574400
1672576190,39ac45,43.76902,1.66094,130.9,325.6,256,SAMUCF,True,True,True,NaN,1625.0001,1900,1672576189.738,1672576189.763,1672574400
1672576191,39ac45,43.76939,1.66144,132.3,325.5,256,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576190.726,1672576190.752,1672574400
1672576192,39ac45,43.76988,1.6621,132.3,325.5,-128,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576191.726,1672576191.75,1672574400
1672576193,39ac45,43.7703,1.66272,132.9,325.1,-384,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576192.764,1672576192.764,1672574400
1672576194,39ac45,43.77076,1.66333,134.3,325,-512,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576193.732,1672576193.905,1672574400
1672576195,39ac45,43.77117,1.66395,134.3,325,-576,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576194.765,1672576194.823,1672574400
1672576196,39ac45,43.77163,1.66456,134,324.4,-448,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576195.779,1672576195.803,1672574400
1672576197,39ac45,43.77204,1.66518,134,324.4,-320,SAMUCF,True,True,True,NaN,1575.0001,1837,1672576196.797,1672576196.797,1672574400
1672576198,39ac45,43.7725,1.66578,134,324.4,-256,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576197.797,1672576197.797,1672574400
1672576199,39ac45,43.77296,1.66642,134,324.4,-128,SAMUCF,True,True,True,NaN,1575.0001,1837,1672576198.918,1672576198.918,1672574400
1672576200,39ac45,43.77348,1.66705,134,324.4,-64,SAMUCF,True,True,True,NaN,1575.0001,1837,1672576199.936,1672576199.936,1672574400
1672576201,39ac45,43.77386,1.66761,133.2,324.2,128,SAMUCF,True,True,True,NaN,1575.0001,1850,1672576200.866,1672576200.866,1672574400
1672576202,39ac45,43.77424,1.66817,133.2,324.2,64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576201.768,1672576201.768,1672574400
1672576203,39ac45,43.7747,1.66878,133.2,324.2,192,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576202.767,1672576202.767,1672574400
1672576204,39ac45,43.77511,1.66934,133.2,324.2,256,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576203.754,1672576203.986,1672574400
1672576205,39ac45,43.77562,1.67002,133.2,324.2,192,SAMUCF,True,True,True,NaN,1625.0001,1875,1672576204.841,1672576204.938,1672574400
1672576206,39ac45,43.77598,1.67056,133.5,324.8,320,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576205.778,1672576205.999,1672574400
1672576207,39ac45,43.77647,1.67123,133.5,324.8,192,SAMUCF,True,True,True,NaN,1625.0001,1862,1672576206.838,1672576206.862,1672574400
1672576208,39ac45,43.77692,1.67182,133.5,324.8,64,SAMUCF,True,True,True,NaN,1600.0001,1875,1672576207.871,1672576207.871,1672574400
1672576209,39ac45,43.77731,1.6724,133.5,324.8,64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576208.799,1672576208.799,1672574400
1672576210,39ac45,43.77771,1.67292,134.3,325,-192,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576209.678,1672576209.726,1672574400
1672576211,39ac45,43.77816,1.67352,133.5,324.8,-192,SAMUCF,True,True,True,NaN,1575.0001,1850,1672576210.715,1672576210.814,1672574400
1672576212,39ac45,43.77853,1.67406,133.5,324.8,-256,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576211.604,1672576211.971,1672574400
1672576213,39ac45,43.77916,1.67489,133.5,324.8,-256,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576212.969,1672576212.969,1672574400
1672576214,39ac45,43.77958,1.67551,133.5,324.8,-64,SAMUCF,True,True,True,NaN,1600.0001,1850,1672576213.993,1672576213.993,1672574400
1672576215,39ac45,43.77981,1.67582,133.5,324.8,-128,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576214.477,1672576214.966,1672574400
1672576216,39ac45,43.78028,1.67652,132.9,325.1,0,SAMUCF,True,True,True,NaN,1600.0001,1850,1672576215.542,1672576215.836,1672574400
1672576217,39ac45,43.78068,1.67707,132.9,325.1,128,SAMUCF,True,True,True,NaN,1600.0001,1850,1672576216.605,1672576216.849,1672574400
1672576218,39ac45,43.78118,1.67774,132.9,325.1,128,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576217.67,1672576217.843,1672574400
1672576219,39ac45,43.78163,1.67833,132.9,325.1,192,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576218.693,1672576218.993,1672574400
1672576220,39ac45,43.78203,1.67894,132.9,325.1,192,SAMUCF,True,True,True,NaN,1600.0001,1850,1672576219.71,1672576219.71,1672574400
1672576221,39ac45,43.78248,1.67954,132.3,325.5,-64,SAMUCF,True,True,True,NaN,1600.0001,1850,1672576220.775,1672576220.863,1672574400
1672576222,39ac45,43.78284,1.68015,132.3,325.5,-128,SAMUCF,True,True,True,NaN,1575.0001,1850,1672576221.554,1672576221.75,1672574400
1672576223,39ac45,43.78333,1.68075,132.3,325.5,-128,SAMUCF,True,True,True,NaN,1600.0001,1850,1672576222.635,1672576222.66,1672574400
1672576224,39ac45,43.78371,1.68131,132.3,325.5,-64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576223.619,1672576223.777,1672574400
1672576225,39ac45,43.78429,1.68215,131.5,325.2,128,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576224.961,1672576224.961,1672574400
1672576226,39ac45,43.78466,1.68274,131.5,325.2,256,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576225.866,1672576225.89,1672574400
1672576227,39ac45,43.78517,1.68338,132.1,324.9,-128,SAMUCF,True,True,True,NaN,1600.0001,1850,1672576226.946,1672576226.946,1672574400
1672576228,39ac45,43.78558,1.68399,132.9,325.1,0,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576227.976,1672576227.976,1672574400
1672576229,39ac45,43.78599,1.68461,132.9,325.1,-64,SAMUCF,True,True,True,NaN,1600.0001,1875,1672576228.96,1672576228.96,1672574400
1672576230,39ac45,43.78627,1.68494,132.9,325.1,-128,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576229.548,1672576229.743,1672574400
1672576231,39ac45,43.78686,1.68578,133.1,325.7,320,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576230.995,1672576230.995,1672574400
1672576232,39ac45,43.78727,1.68635,133.1,325.7,64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576231.927,1672576231.927,1672574400
1672576233,39ac45,43.7875,1.68668,133.1,325.7,64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576232.489,1672576232.587,1672574400
1672576234,39ac45,43.78797,1.6874,133.7,325.4,0,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576233.573,1672576233.767,1672574400
1672576235,39ac45,43.78843,1.68801,132.9,325.1,-256,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576234.591,1672576234.945,1672574400
1672576236,39ac45,43.78902,1.68885,132.9,325.1,-192,SAMUCF,True,True,True,NaN,1575.0001,1837,1672576235.952,1672576235.952,1672574400
1672576237,39ac45,43.78921,1.68916,132.9,325.1,-256,SAMUCF,True,True,True,NaN,1600.0001,1850,1672576236.49,1672576236.808,1672574400
1672576238,39ac45,43.78988,1.69001,133.5,324.8,-128,SAMUCF,True,True,True,NaN,1600.0001,1850,1672576237.992,1672576237.992,1672574400
1672576239,39ac45,43.79011,1.69036,132.9,325.1,0,SAMUCF,True,True,True,NaN,1600.0001,1850,1672576238.518,1672576238.518,1672574400
1672576240,39ac45,43.79075,1.69124,132.9,325.1,0,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576239.947,1672576239.972,1672574400
1672576241,39ac45,43.7911,1.69175,132.9,325.1,-128,SAMUCF,True,True,True,NaN,1575.0001,1837,1672576240.807,1672576240.979,1672574400
1672576242,39ac45,43.79147,1.69228,132.9,325.1,-128,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576241.702,1672576241.776,1672574400
1672576243,39ac45,43.79186,1.69281,133.7,325.4,64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576242.58,1672576242.58,1672574400
1672576244,39ac45,43.79227,1.69342,133.7,325.4,320,SAMUCF,True,True,True,NaN,1625.0001,1862,1672576243.592,1672576243.592,1672574400
1672576245,39ac45,43.79285,1.69426,133.7,325.4,448,SAMUCF,True,True,True,NaN,1625.0001,1875,1672576244.911,1672576244.911,1672574400
1672576246,39ac45,43.79332,1.69494,133.7,325.4,320,SAMUCF,True,True,True,NaN,1600.0001,1875,1672576245.925,1672576245.999,1672574400
1672576247,39ac45,43.79352,1.69519,134.3,325,0,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576246.463,1672576246.463,1672574400
1672576248,39ac45,43.79397,1.69579,134.3,325,-64,SAMUCF,True,True,True,NaN,1600.0001,1875,1672576247.511,1672576247.535,1672574400
1672576249,39ac45,43.79465,1.69671,134.3,325,-320,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576248.958,1672576248.958,1672574400
1672576250,39ac45,43.79506,1.69733,134.8,324.7,-256,SAMUCF,True,True,True,NaN,1600.0001,1850,1672576249.941,1672576249.941,1672574400
1672576251,39ac45,43.79545,1.69788,134.8,324.7,-64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576250.849,1672576250.849,1672574400
1672576252,39ac45,43.79587,1.69844,134.8,324.7,0,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576251.816,1672576251.915,1672574400
1672576253,39ac45,43.79608,1.69876,134.3,325,64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576252.277,1672576252.862,1672574400
1672576254,39ac45,43.79676,1.69975,134.3,325,-64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576253.831,1672576253.831,1672574400
1672576255,39ac45,43.79727,1.70039,135.1,325.3,-64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576254.988,1672576254.988,1672574400
1672576256,39ac45,43.79749,1.70073,134.5,325.6,128,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576255.451,1672576255.904,1672574400
1672576257,39ac45,43.79814,1.70162,134.3,325,-64,SAMUCF,True,True,True,NaN,1575.0001,1850,1672576256.974,1672576256.974,1672574400
1672576258,39ac45,43.79835,1.70194,134.3,325,-128,SAMUCF,True,True,True,NaN,1600.0001,1850,1672576257.509,1672576257.861,1672574400
1672576259,39ac45,43.79886,1.70265,134.3,325,-64,SAMUCF,True,True,True,NaN,1600.0001,1850,1672576258.665,1672576258.665,1672574400
1672576260,39ac45,43.79925,1.70318,134.3,325,-256,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576259.543,1672576259.615,1672574400
1672576261,39ac45,43.79971,1.70386,133.5,324.8,0,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576260.666,1672576260.764,1672574400
1672576262,39ac45,43.80012,1.70441,133.5,324.8,0,SAMUCF,True,True,True,NaN,1600.0001,1850,1672576261.581,1672576261.754,1672574400
1672576263,39ac45,43.80058,1.70502,132.6,324.5,-64,SAMUCF,True,True,True,NaN,1575.0001,1837,1672576262.619,1672576262.693,1672574400
1672576264,39ac45,43.80099,1.70564,132.6,324.5,64,SAMUCF,True,True,True,NaN,1600.0001,1875,1672576263.554,1672576263.822,1672574400
1672576265,39ac45,43.8014,1.70615,132.9,325.1,64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576264.503,1672576264.503,1672574400
1672576266,39ac45,43.80203,1.70709,132.9,325.1,320,SAMUCF,True,True,True,NaN,1625.0001,1875,1672576265.946,1672576265.946,1672574400
1672576267,39ac45,43.80245,1.70771,132.9,325.1,384,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576266.925,1672576266.925,1672574400
1672576268,39ac45,43.80283,1.70825,133.5,324.8,384,SAMUCF,True,True,True,NaN,1625.0001,1887,1672576267.901,1672576267.901,1672574400
1672576269,39ac45,43.80328,1.70885,133.5,324.8,192,SAMUCF,True,True,True,NaN,1625.0001,1875,1672576268.908,1672576268.909,1672574400
1672576270,39ac45,43.80373,1.70945,133.5,324.8,-192,SAMUCF,True,True,True,NaN,1575.0001,1862,1672576269.884,1672576269.884,1672574400
1672576271,39ac45,43.80418,1.7101,133.5,324.8,-320,SAMUCF,True,True,True,NaN,1575.0001,1862,1672576270.964,1672576270.964,1672574400
1672576272,39ac45,43.80441,1.71038,134.3,325,-448,SAMUCF,True,True,True,NaN,1575.0001,1837,1672576271.477,1672576271.761,1672574400
1672576273,39ac45,43.80504,1.71125,134.3,325,-384,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576272.913,1672576272.913,1672574400
1672576274,39ac45,43.80544,1.71186,133.5,324.8,0,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576273.894,1672576273.894,1672574400
1672576275,39ac45,43.80572,1.71225,134.3,325,-192,SAMUCF,True,True,True,NaN,1575.0001,1850,1672576274.476,1672576274.849,1672574400
1672576276,39ac45,43.80617,1.71284,134.3,325,-64,SAMUCF,True,True,True,NaN,1575.0001,1850,1672576275.467,1672576275.736,1672574400
1672576277,39ac45,43.80679,1.71372,132.9,325.1,0,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576276.972,1672576276.972,1672574400
1672576278,39ac45,43.80725,1.71433,133.7,325.4,0,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576277.923,1672576277.923,1672574400
1672576279,39ac45,43.8076,1.71494,133.7,325.4,128,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576278.926,1672576278.926,1672574400
1672576280,39ac45,43.80805,1.71554,133.7,325.4,448,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576279.901,1672576279.901,1672574400
1672576281,39ac45,43.80843,1.71607,133.7,325.4,320,SAMUCF,True,True,True,NaN,1600.0001,1875,1672576280.828,1672576280.828,1672574400
1672576282,39ac45,43.80895,1.7168,133.7,325.4,128,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576281.944,1672576281.944,1672574400
1672576283,39ac45,43.80935,1.71735,133.1,325.7,-192,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576282.877,1672576282.974,1672574400
1672576284,39ac45,43.80976,1.71796,133.1,325.7,-128,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576283.902,1672576283.902,1672574400
1672576285,39ac45,43.81017,1.71853,132.9,325.1,-192,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576284.807,1672576284.807,1672574400
1672576286,39ac45,43.81055,1.71906,132.9,325.1,-64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576285.64,1672576285.69,1672574400
1672576287,39ac45,43.81095,1.71967,132.9,325.1,128,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576286.726,1672576286.874,1672574400
1672576288,39ac45,43.8114,1.72026,132.9,325.1,0,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576287.666,1672576287.837,1672574400
1672576289,39ac45,43.8118,1.72082,132.9,325.1,64,SAMUCF,True,True,True,NaN,1600.0001,1862,1672576288.542,1672576288.914,1672574400
