timestamp,icao24,latitude,longitude,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,altitude,geoaltitude,lastposupdate,lastcontact,hour
1656766259,39ac45,43.53758,1.33684,115,310.8,-64,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766260,39ac45,43.53724,1.33739,116,311.1,-64,SAMUCF,False,False,False,7014,1875.0,1875,,,
1656766261,39ac45,43.53687,1.33794,116,311.1,-64,SAMUCF,False,False,False,7014,1875.0,1875,,,
1656766262,39ac45,43.53655,1.3384,116,311.1,-64,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766263,39ac45,43.53617,1.33905,116,311.5,-192,SAMUCF,False,False,False,7014,1875.0,1875,,,
1656766264,39ac45,43.53585,1.33951,116,311.5,-192,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766265,39ac45,43.53552,1.34003,117,311.2,-128,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766266,39ac45,43.53515,1.34061,117,311.2,0,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766267,39ac45,43.53482,1.34113,117,311.2,0,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766268,39ac45,43.53426,1.34198,117,311.2,-128,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766269,39ac45,43.53393,1.3425,117,310.5,-64,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766270,39ac45,43.53362,1.34304,117,310.5,0,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766271,39ac45,43.5332,1.34368,117,311.2,128,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766272,39ac45,43.53291,1.34413,117,311.2,64,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766273,39ac45,43.53256,1.3447,117,310.5,64,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766274,39ac45,43.53219,1.34527,117,310.5,128,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766275,39ac45,43.53197,1.34556,117,310.5,0,SAMUCF,False,False,False,7014,1875.0,1875,,,
1656766276,39ac45,43.53155,1.34627,118,310.9,-128,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766277,39ac45,43.53123,1.34686,118,310.2,-192,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766278,39ac45,43.53082,1.34743,118,310.5,-128,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766279,39ac45,43.53048,1.34803,118,310.5,-128,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766280,39ac45,43.53029,1.34829,118,310.9,-128,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766281,39ac45,43.52978,1.34914,118,310.9,-64,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766282,39ac45,43.52936,1.34979,118,310.9,0,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766283,39ac45,43.52903,1.35024,118,310.9,0,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766284,39ac45,43.52875,1.35073,117,311.2,64,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766285,39ac45,43.52838,1.3513,118,310.9,0,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766286,39ac45,43.52797,1.35194,117,311.2,-64,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766287,39ac45,43.5276,1.35257,117,311.2,-64,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766288,39ac45,43.52742,1.35283,117,311.2,-64,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766289,39ac45,43.52686,1.35365,116,310.8,0,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766290,39ac45,43.52654,1.35416,116,310.8,0,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766291,39ac45,43.52618,1.35473,116,311.1,0,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766292,39ac45,43.5258,1.35532,115,311.5,0,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766293,39ac45,43.52552,1.35584,115,310.8,64,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766294,39ac45,43.5252,1.35629,114,311.1,64,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766295,39ac45,43.52484,1.35683,114,311.1,192,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766296,39ac45,43.52452,1.35734,113,311.4,64,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766297,39ac45,43.52417,1.35785,113,311,64,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766298,39ac45,43.52369,1.35861,113,311.4,64,SAMUCF,False,False,False,7014,1850.0,1850,,,
1656766299,39ac45,43.52351,1.35886,113,311,64,SAMUCF,False,False,False,7014,1850.0,1850,,,
